code,product_name,brands,countries_tags,categories_tags,labels_tags,ingredients_text,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,trans-fat_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,serum-proteins_100g,salt_100g,added-salt_100g
0089686420678,Indofood,Indofood,en:indonesia,id:kecap,en:halal,"Gula, Gula Kelapa 39% (mengandung pengawet Sulfit), Air, Garam, Sari Kedelai (Hitam 3%, Kuning 0,5% (mengandung Gandum 0,1%)), Rempah-rempah. Mengandung alergen, lihat komposisi yang dicatok",188,,0,0,,,,,,,,11,10,,,,,0,,0.23,
0089686596465,Rasa Rumput Laut (Nori Seaweed Flavour),Lay's,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:potato-crisps-in-palm-oil",,"KOMPOSISI: Kentang (62%), Minyak Olein Kelapa Sawit, Perisa Sintetik Rumput Laut (mengandung Sukrosay Penguat Rasa Mononatrium Glutamat, Garam, Rumput Laut, Rempah-rempah, Penguat Rasa Guanilat), Serpihan Rumput Laut (0.56%) Informasi Alergen: mengandung kedelai, gandum, ikan Dinatrium Inosinat dan Dinatrium INGREDIENTS: Potatoes (62%), Palm Olein Oil, Synthetic Seaweed Sucrose, Flavour Enhancer Flavour (contains MonosodiumGlutamate, Salt, Seaweed, Spices, Flavour Enhancers Disodium Inosinate and Disodium Guanylate), Seaweed Flakes (0.56%) Allergen Information: contains soybean, wheat, fish ALCII",2300,,35,17.5,,,,,,,,50,,,,,,5,,0.35,
0089686598599,Chitato Spicy Grilled Beef Flavor,,en:indonesia,,,RH. 30,460,,6,2.5,,,,,,,,11,0,,,,,2,,,
0089686598957,Chitato Rasa Keju,Chitato,en:indonesia,"en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps",en:halal,"Potatoes (62%), Palm Olein Oil, Cheese Synthetic Flavour (contains Cheese Powder, Salt, Sugar, Flavour Enhancer Monosodium Glutamate, Disodium Guanylate, Disodium Inosinate, Food Coloring Annatto CI 75120, Milk), Cheese Powder (0.32%).",2300,,35,15,,,,,,,,55,5,,0,,,5,,0.4,
0089686599008,Chitato,Chitato,en:indonesia,,,RH. 30,2090,,25,12.5,,,,,,,,60,,,,,,10,,1,
0089686599077,Mi goreng Friied Noodles Flavoured Chips,Chitato,"en:cambodia,en:indonesia","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps",en:halal,"Potato, Palm oil, Seasoning (Soybean, milk, wheat, peanut, sesame, Flavour enhancers (E621, E631, E627), Salt, Onion powder, Garlic powder, Color (E150a), Antioxidant (E307b))",2280,,33.5,14.5,,,,,,,,54,7,,3.5,,,6.5,,1.19,
0089686611601,,Indofood,en:indonesia,en:ultra-proses,"en:halal,en:bpom-ri,en:lppom","KOMPOSISI: Singkong (63%), Minyak olein Kelapa Sawit, Bumbu Rasa Barbeque (mengandung Gula, Garam, Penguat Rasa Mononatrium Glutamat, Kecap Bubuk, Rempah-rempah, Pewarna Alami Karmin CI 75470 dan Karamel III, Pemanis Alami Glikosida Steviol)... Daging Sapi Bubuk (0.001%) Mengandung alergen, lihat daftar ban dicetak tebal. INGREDIEN",460,,6,2.5,,,,,,,,13,1,,0,,,0,,0.05,
0089686611700,Singkong rasa balado,,en:indonesia,,,RH 7,460,,30,12.5,,,,,,,,65,5,,,,,0,,15,
0089686640014,Promina Puff,,en:indonesia,,,rh30,293,,3,3,,,,,,,,10,2,,0.5,,,1,,,
0089686727050,Doritos - Nacho Cheese,Doritos,en:indonesia,,,,418,,5,2,,,,,,,,12,1,,,,,2,,,
0089686729016,maxicorn roasted corn,Maxicorn,en:indonesia,,,,2090,,25,,,22.5,,,,,,65,5,,,,,5,,,
0089686732054,,Indofood,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps",en:halal,,460,,6,3,,,,,,,,11,1,,,,,1,,0.085,
0089686732061,,Indofood,en:indonesia,"en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crispis",en:halal,"KOMPOSISI: Kentang (65%), Minyak Olein Kelapa Sawit, Bumbu (mengandung Gula, Penguat Rasa Mononatrium Glutamat, Garam, Susu Bubuk, Penguat Rasa Dinatrium Inosinat dan Dinatrium Guanilat, Antioksidan Asam Askorbat dan Alfa Tokoferol, Kedelai, Gandum), Ekstrak Daging Sapi (0,03%). Mengandung alergen, lihat daftar bahan yang dicetak tebal. INGREDIENTS: Oil, Seasoning Potatoes (65%), Palm (contains Sugar, Flavour Enhancer Monosodium Glutamate, Salt, Milk Powder, Flavour Enhancer Disodium Inosinate and Disodium Guanylate, Antioxidant Ascorbic Acid and Alpha Tocopherol, Soybean, Wheat), Beef Extract (0.03%). Contains allergen, refer to highlighted words.",460,,7,4.5,,,,,,,,11,1,,,,,1,,0.11,
0089686732078,Chitato lite 69G,,en:indonesia,,,RH 7,460,,6,5,,,,,,,,11,1,,,,,1,,,
0089686732085,Sour Cream Onion,Lay’s,en:indonesia,,,,2300,,35,30,,,,,,,,55,5,,,,,5,,0.938,
0089686732108,Lite Ayam Bawang,Chitato,en:indonesia,,en:halal,,2260,,32.4,24.3,,,,,,,,54.1,5.41,,,,,5.41,,1.42,
0089686821086,,Indofood,en:indonesia,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas","en:halal,en:no-preservatives","Komposisi (Ingredients): Air, Gula, Daun Teh Melati Gambir dan Melati Putih (0.65%), Pengatur Keasaman, Antioksidan Asam Askorbat, Perisa Sintetik. Water, Sugar, Jasminum officinale and Jasminum sambac Tea Leaves (0.65%), Acidity Regulator (E500(ii) & E501(i)), Antioxidant (E300), Synthetic Flavor. Tanpa Pengawet dan Pemanis Buatan. No Preservative and Artificial Sweetener.",335,,0,0,,,,,,,,19,18,,,,,0,,0.02,
0089686910193,,Indomie,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles",en:halal,"KOMPOSISI MI : Tepung terigu, minyak-nabati, tepung tapioka, garam, penstabil (nabati dan fosfat), pengatur keasaman, mineral (zat besi), antioksidan TBHQ, dan pewarna sintetik tartazin CI 19140 BUMBU : Susu bubuk, pengental, garam, gula, penguat rasa mononatrium glutamat, tepung udang, bawang merah bubuk, bawang putih bubuk, lada bubuk, daun bawang dan vitamin (A, B1, B6. B12, Niasin, Asam Folat dan Pantotenat). CABE BUBUK MINYAK : Minyak nabati dan bumbu mi celor. BAWANG GORENG Mengandung alergen, lihat daftar bahan yang dicetak tebal. kedelai.",1339,,11,6,,,,,,,30,49,5,,2,,,6,,1.09,
0089686910704,Indomie Goreng Rendang 5X91G,"Indo Mie, Indofood","en:france,en:indonesia","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",en:halal,"KOMPOSISI MI: Tepung terigu, minyak nabati, rung tapioka, garam, penstabil (nabati dan fosfat), gatur keasaman, mineral (zat besi), antioksidan HQ dan pewarna sintetik tartrazin CI 19140. glutamat, perisa sintetik sapi (mengandung susu); BUMBU: Gula, garam, penguat rasa mononatrium bawang Putih bubuk, lada bubuk, pewarna alami karamell dan vitamin (A, B1, B6, B12, Niasin, Asam Folat dan Pantotenat). CABE BUBUK MINYAK: Minyak nabati dan bumbu rendang (2%). ECAP MANIS: Gula, air, kedelai & gandum, gam, rempah-rempah, minyak nabati (mengandung WIR Mengandung alergen, lihat daftar bahan yang diceck tebal. Mungkin mengandung kacang tanah, udang, ikar danelur.",1930,,17.6,8.79,,,,,,,,64.8,9.89,,3.3,,,9.89,,2.91,
0101012058630,Greek Yoghurt,Moo,en:indonesia,,,,227,,2.7,,,,,,,,,3.17,1.23,,,,,4.11,,,
0183405000025,Calm Original (Unflavored),Natural Vitality,"en:indonesia,en:world",,"en:no-gmos,en:non-gmo-project",,0,,0,0,,,,,,,,0,0,,0,,,0,,0,
0186330000016,Pure Maple Syrup,,en:indonesia,,,,,,,0,,,,,,,,,0,,,,,,,,
05306150,Golda Dolce latte coffee 200,wings food,en:indonesia,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:coffees,en:coffee-drinks",,"Air, Gula, Krimer Nabati (mengandung susu). Susu Skim Bubuk, Ekstrak Kopi (2 3%). Kopi Bubuk Instan (0 63%). Penstabil Nabati, Perisa Sintetik (mengandung antioksidan tokoferol), Pengemulsi Nabati. Pengatur Keasaman, Garam, Ekstrak Malt (mengandung pewarna alami karamel kelas III), Penstabil Fosfat Margandung alergen, hat daltar bahan yang dicetak bebal Layanan Konsumen PO BOX PT KAS - SB 60012 Surabaya - Indonesia 0-800-18-18-818 PULSA 031-5325005 PENGGUNA MANDPHONE NKV",251,,1.25,1,,,,,,,,11,7.5,,,,,1,,0.0525,
0600350123833,Organic Apple Cider Vinegar,McTrader,en:indonesia,,,"Certified Organic Raw Apple Cider Vinegar, Water",0,,0,0,,,,,,,,0,0,,,,,0,,0,
0610370670248,Billy Frank's british beef jerky,,en:indonesia,,,,1536,,11.1,4.5,,,,,,,,6,4.8,,,,,59,,1.2,
0627933027319,Whey,Mutant,en:indonesia,,,,1580,,5.95,4.05,,,,,,,,21.6,8.11,,2.7,,,59.5,,0.878,
0648436101283,Nouille volcano chicken noodle,Paldo,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",,"NOODLES (WHEAT FLOUR, POTATO STARCH, MODIFIED POTATO STARCH, PALM OIL, SALT, EMULSIFIED OIL[SUNFLOWER SEED OIL, LECITHIN(SOY)], WHEAT GLUTEN, VEGETABLE EXTRACT(GARLIC,ONION), YEAST EXTRACT, ALKALINE AGENT(POTASSIUM CARBONATE, SODIUM CARBONATE, SODIUM PHOSPHATE), GUAR GUM, RIBOFLAVIN, GREEN TEA EXTRACT) SAUCE (SPICY SAUCE[RED PEPPER POWDER, RED PEPPER EXTRACT, SOY SAUCE(SOY,WHEAT,SALT), MONOSODIUM GLUTAMATE, CAPSICUM], WATER, FRUCTOSE SUGAR, SOY SAUCE(SOY,WHEAT,SALT), YEAST EXTRACT, RED PEPPER POWDER, MALTODEXTRIN, GLUCOSE, SALT, FLAVOUR ENHANCER(MALTODEXTRIN, SUGAR, SODIUM LIBONUCLEOTIDE), ARTIFICIAL BEEF FLAVOUR, ARTIFICIAL CHICKEN FLAVOUR, GARLIC, CURRY POWDER(TURMERIC, MONOSODIUM GLUTAMATE, MUSTARD), SOYBEAN OIL, PAPRIKA, CARAMEL SYRUP, GINGER EXTRACT, MODIFIED TAPIOCA STARCH) FLAKE (ROASTED SESAME, SEAWEED)",1548,,10,5,,3.8,,1.2,,,0,62.857142857143,9.2857142857143,,2.1428571428571,,,7.1428571428571,,2.25,
0661706051149,puck,Puck,en:indonesia,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses",en:halal,RH 90,1250,,30,16.7,,,,,,,,0,0,,0,,,6.67,,2.25,
0697478745320,Peanut Butter Puff,,en:indonesia,,,,335,,4.5,0.5,,,,,,,,8,1,,1,,,2,,,
0700358984426,Whey Protein Shake,Elitelabs 100 Isoblend,en:indonesia,,,,1480,,0,,,,,,,,,3.23,,,,,,80.6,,,
0710497218597,Chicken Chips,Proty,en:indonesia,,,,1860,,13.9,5.56,,,,,,,,33.3,27.8,,,,,44.4,,5,
0711844110182,ABC Sweet Soy Sauce Kecap Manis,"ABC,Heinz","en:australia,en:indonesia","en:condiments,en:sauces,en:soy-sauces,en:groceries",en:halal,"Sugar (76%), Water, Salt, Soybean (2.1%), Wheat, Preservative (Sodium Benzoate).",1110,,0,0,,,,,,,,66.7,,,53.3,,,0,,1.87,
0711844120440,ABC Sambal extra pedas,ABC,"en:france,en:indonesia","en:condiments,en:sauces,en:hot-sauces",en:halal,"BPOM RI MD BPOM RI inz INDONESIA BANGGA BUATAN c.co.id abc.cares@kraftheinz.com S 0800-11-43469 BEBAS PULSA Senin-Jumat 09:00-16:00 nakan sebelum dan kode produksi pada kemasan INFORMASI NILAI GIZI Takaran saji: 15 ml, 18.5 Sajian per Kemasan JUMLAH PER SAJIAN: Energi Total 20 kkal, Energi dari Lemak 0 kkal, Lemak Total 0 g (0% AKG), Lemak Jenuh 0 g (0% AKG), Protein 0g (0% AKG), Karbohidrat Total 4g (1% AKG), Gula 4g, Garam (natrium) lebih tinggi atau lebih rendah 300 mg (20% AKG). Persen AKG berdasarkan kebutuhan energi 2150 kkal Kebu",560,,0,0,,,,,,,,33.3,20,,,,,0,,2.33,
0711844130050,Abc tomato ketchup saus tomat,,en:indonesia,,,"air,  gula,  pasta tomat, (15%), garam,  penstabil nabati",84,,0,0,,,,,,,,5,4,,0,,,0,,0.15,
0711844130128,saos tomat,ABC,en:indonesia,,,,700,,0,0,,,,,,,,40,33.3,,,,,0,,4.17,
0711844140417,ABC,ABC,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:fats,en:cereals-and-their-products,en:vegetable-fats,en:vegetable-oils,en:cereal-oils,en:sesame-oils",en:halal,Minyak wijen,3766,,100,16,,,,,,,,0,0,,,,,0,,0.015,
0711844330115,ABC,ABC,en:indonesia,"en:sarden,en:saus",en:halal,"Ikan Sarden (51%), saus cabai, cabai merah (1,8%), gula, bawang putih (0,6%), garam, bawang merah",251,42,1,0.5,,,,,0.005,0.025,,4,1,,,,,10,,0.2,
0711844330146,ABC,ABC,en:indonesia,"en:sarden,en:saus",en:halal,"Ikan Sarden (51%), saus cabai (mengandung penguat rasa mononatrium glutamat) (41%), gula, bawang putih, bawang bombay, garam, cabai rawit (1%)",209,21,1,0,,,,,,,,3,2,,,,,9,,0.26,
0717340160041,Coconut Cashew Butter,Bali Nutra,en:indonesia,,,,2300,,37,,,,,,,,,41,7,,,,,13,,,
0726436165303,Beef Jerku,Shadows,en:indonesia,,,,1255,,3,2,,,,,,,,16,,,,,,52,,,
0733739012944,Magnesium Citrate,,en:indonesia,,"en:vegetarian,en:vegan",,0,,0,0,,,,,,,,0,0,,0,,,0,,0,
0745178676205,Truffle Tempe Chips,Arva,en:indonesia,,,,2510,,40,16.7,,,,,,,,46.7,,,,,,13.3,,,
0745604532280,Snack Protein (Original),Proty,en:indonesia,,,,1860,,13.9,5.56,,,,,,,,33.3,27.8,,,,,44.4,,5,
0748927051261,100% Whey Gold Standard,Optimum Nutrition,"en:australia,en:indonesia,en:united-states","en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders",,"Protein Blend (Whey Protein Isolate [MILK), Whey Protein Concentrate [MILK), Whey Peptides [MILK]) (Emulsifier: SOY Lecithin), Cocoa Powder, Flavors, Sweetener (950).",1680,,4.93,3.29,,,,,,,,9.87,3.29,,,,,78.9,,1.07,
0749921000323,Diabtx,Tropicana slim,en:indonesia,en:sweeteners,en:halal,"Natural sweetener (sorbitol & erythritol), artificial sweetener (sucralose 9.8 mg/sachet (ADI:15 mg/kg body weight/day) and acesulfame-K 8 mg/sachet (ADI :15 mg/kg body weight/day), chromium picolinate and corn powder (0.005%).",0,,0,0,,,,,,,,2,0,,0,,,0,,0,
0749921002228,Nutty Chocolate Cookies,Tropicana Slim,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",,,2090,,25,15,,,,,,,,60,0,,,,,5,,,
0749921011596,Squeezed ORANGE less sugar,Nutrisari,en:indonesia,,en:halal,,126,,0,,,,,,,,,7.5,6,,,,,0,,0.05,
0749921021038,Japanese cantaloupe melon,Tropicana slim low fat,en:indonesia,,en:halal,,176,,1.58,0.526,,,,,,,,5.79,0,,1.05,,,2.11,,0.164,
0749921021106,Collagen Shot Peach Blossom,Tropicana Slim,en:indonesia,,,,132,,0,0,,,,,,,,6.84,2.63,,3.16,,,0,,0.0329,
0749921030023,hilo,imunopro,en:indonesia,,en:halal,,1670,,7.78,4.44,,,,,0.0689,,,68.9,57.8,,,,,15.6,,0.833,
0749921030146,Hilo Chocolate,Hilo,en:indonesia,,en:halal,,1790,,10.7,7.14,,,,,,,,78.6,57.1,,,,,7.14,,1.43,
0749921031198,Protein Chocofit,HiLo,en:indonesia,,en:halal,,331,,1.32,0.789,,,,,,,,10.5,9.47,,,,,6.32,,0.197,
0749921040213,Chocolate Chip Cookie,WRP Everyday,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:drop-cookies,en:chocolate-chip-cookies",,,2092,,26.66667,13.33333,,,,,,,,,16.66667,,6.66667,,,6.66667,,,
0749921050120,L-men gain mass choco 225g,,en:indonesia,"en:dairies,en:whey-powder",en:halal,RH 90,1670,,5.33,4,,,,,,,,60,26.7,,0,,,29.3,,0.267,
0753950002036,pure collagen types 1 and 3 powder,,en:indonesia,,,Hydrolyzed Collagen Types 1 and 3,1590,,,,,,,,,,,,,,,,,90.9,,,
0796554800288,Greek Yogurt,Shy Cow,en:indonesia,,,,542,,9.8,5.9,,,,,,,,5.2,5.2,,,,,5.7,,0.14,
0814784028583,Warrior Blend Protein Berry,Sunwarrior,en:indonesia,,,,1510,,8,0,,,,,,,0,8,4,0,4,,,64,,2.2,
0834266001514,No xplode,,en:indonesia,,,,84,,0,0,,,,,,,,5,0,,,,,0,,0.275,
0856904000239,Original Plain Yogurt,Verka,en:indonesia,,,,377,,1,1,,,,,,,,14,10,,2,,,5,,0.175,
0896865350516,Sun beras merah eko,Sun,en:indonesia,,,RH 90,1670,,6.25,,,,,,,,,77.5,20,,2.5,,,10,,0.594,
0899032997347,OWYN Drink,Chocolate,en:indonesia,,,,711,,7,1,,,,,,,,9,4,,5,,,20,,,
0899039002761,Feel good crispy jalapeño bites,Feel good,en:indonesia,,en:no-gluten,"Cream Cheese, Milk, Jalapenos, White Cheddar Cheese, Cheddar Cheese Powder, Corn Starch, Vinegar, Salt, Black Pepper, Rice Flour, Tapioca Starch, Water, Xanthan Gum, Cane Sugar, Yeast, Sodium Acid Pyrophosphate, Baking Soda, Spices, Dehydrated Garlic, Dehydrated Onion, Canola Oil, Soybean Oil, Sunflower Oil",1230,,18.8,7.06,,,,,,,,24.7,2.35,,1.18,,,5.88,,1.62,
0899044688554,Tikka masala,La Fourche,en:indonesia,,,,318,,4.69999980926514,3.29999995231628,,,,,,,,6.80000019073486,2.70000004768372,,,,,1.79999995231628,,,
0899060611659,Yobem Whey bebida láctea sabor banana,,en:indonesia,,,,720,,2,1,,,,,,,,23,19,,1,,,15,,,
0899069505034,Matchá,,en:indonesia,,,,67,,,,,,,,,,,2,0.2,,6.2,,,0.5,,,
0899089703038,Pão integral 42%,,en:indonesia,,,,473,,0.7,0.6,,,,,,,,19,,,2.5,,,4.2,,0.425,
0899089703588,Chocolate recheio caramelo  sedna,,en:indonesia,,,,1406,,18,9.2,,,,,,,,34,30,,5.2,,,21,,0.19,
0899124048322,Arroz con leche,,en:indonesia,,,,628,,8.2,5.1,,,,,,,,15,14,,,,,4,,,
0899197910205,Sandwich rillettes du mans - Boulangerie Angr,,en:indonesia,,,,1041,,9.93461538461538,3.37307692307692,,,,,,,,30.8423076923077,0.730769230769231,,0.0423076923076923,,,7.87692307692308,,,
0899200002538,Chicken Tomatillo Tamale,Brookshire,en:indonesia,,,,766,,7.04225352112676,1.40845070422535,,,,,,,,21.1267605633803,,,2.8169014084507,,,9.85915492957746,,,
0899264431251,Ghee manteiga clarificada,,en:indonesia,,,,3766,,100,60,,,,,,,,,,,,,,,,,
0899274403477,Chocolate caramelo salgado,,en:indonesia,,,,2176,,29.2,17.6,,,,,,,,56,52,,6.8,,,4.8,,0.2,
0899450002388,Tortilla de harina,,en:indonesia,,,,1197,,10,,,,,,,,,42,1,,1,,,7,,1.19,
0899503001443,Whole milk,Chaneys,en:indonesia,,,,753,,11,7,,,,,,,,12,12,,,,,8,,,
0899520004496,Barra de nuts - Flowbar - Flowbar,,en:indonesia,,,,1785,,30,5,,,,,,,,40,,,12.3333333333333,,,16.6666666666667,,,
0899530002529,Prickly Pear Wheat Ale,Grand Canyon  Brewing Company,en:indonesia,,,,628,,,,,,,,,,,,,,,,,,,,
0899547002062,Cachapas,Zaguán,en:indonesia,,,,678,,1.76056338028169,,,,,,,,,34.5070422535211,14.7887323943662,,1.40845070422535,,,2.8169014084507,,,
0899646464303,Yaourt à la fraise,Beillevaire,en:indonesia,,,,377,,3.20000004768372,2,,,,,,,,12,11,,,,,3.29999995231628,,,
0899836775066,Wafel met chocolade,,en:indonesia,,,,1929,,24,13,,,,,,,,53,31,,1.8,,,6.1,,1.925,
0899934901633,Bombom goldko marshmallow 70%,Goldko,en:indonesia,,,,1490,,25,15,,,,,,,,41,,,10,,,8,,,
0926803855886,Fruit Tea Rasa Apel,Sosro,en:indonesia,en:beverages,en:halal,"Air, Gula, Teh Hitam (0.17%), Pengatur Keasaman (Asam Sitrat, Natrium Sitrat), Perisa Sintetik Apel, Konsentrat Buah Apel (0.08%), Antioksidan (Asam Askorbat)",168,,0,0,,,,,,,,9.5,9,,,,,0,,0.0563,
0992449010613,Ultra milk full cream,Ultrajaya,en:indonesia,,,,250,,3.18,1.39,,,,,,,,4.77,,,,,,3.18,,0.0497,
13551128,,Lorenz,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:potato-crisps-in-sunflower-oil","en:no-gluten,en:no-preservatives","kentang, minyak bunga matahari, garam, garam laut.",2227,,33,2.5,,,,,,,,52,0.5,,3.5,,,5.5,,1.9,
1733268801049,canned tuna,vinisi,en:indonesia,,,,514,,1.75,,,,,,,,,0,,,,,,28.1,,,
1802060014008,Spaghetti Bolognese,Circle K,en:indonesia,,,,628,,5.94,1.41,,,,,,,,20.3,2.19,,,,,5.31,,0.734,
1802080016006,Fettucini Daging Asap,CircleK,en:indonesia,,,,614,,4,2.33,,,,,,,,21,1,,,,,6.67,,0.842,
